Date,Location,Car,TireFL_BL,TireFR_BL,TireBL_BL,TireBR_BL,Alert?,Qual Meas?,Spec,NotesActual,Notes,TireFL_var,TireFR_var,TireBL_var,TireBR_var,TireFL,TireFR,TireBL,TireBR,USL,LSL
2012-11-08,California,Honda Fit 2012,25.7,25.6,25.9,26,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.02057340047,0.007427324985,0.01397506981,-0.1075603918,25.7205734,25.60742732,25.91397507,25.89243961,36.8,27.2
2012-11-09,California,Honda Fit 2012,25.6,25.5,25.8,25.9,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,Stopped at car shop for tire air on FR and FL,-0.06356331523,0.02004616142,-0.04340371398,-0.0753148416,25.53643668,25.52004616,25.75659629,25.82468516,36.8,27.2
2012-11-09,California,Honda Fit 2012,32.01,32.02,25.8,25.9,FALSE,TRUE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,Stopped at car shop for tire air on FR and FL,0.005905708709,0.01133845142,-0.09428024954,0.01217041207,32.01590571,32.03133845,25.70571975,25.91217041,36.8,27.2
2012-11-10,California,Honda Fit 2012,32.01,32.02,25.8,25.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.05106024574,0.01627428906,0.08671745076,-0.01384560303,31.95893975,32.03627429,25.88671745,25.7861544,36.8,27.2
2012-11-11,California,Honda Fit 2012,32.01,32.02,25.8,25.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02768419155,-0.01349903347,0.02083506979,-0.0585997696,31.98231581,32.00650097,25.82083507,25.74140023,36.8,27.2
2012-11-12,California,Honda Fit 2012,32.01,32.02,25.8,25.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1146167207,-0.01908153031,-0.107710811,-0.1039995028,31.89538328,32.00091847,25.69228919,25.6960005,36.8,27.2
2012-11-13,California,Honda Fit 2012,32.01,32.02,25.7,25.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.02566967057,0.02987607128,-0.07567846624,0.02478545576,32.03566967,32.04987607,25.62432153,25.82478546,36.8,27.2
2012-11-14,California,Honda Fit 2012,32.01,32.02,25.6,25.7,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.004425702969,0.0463115228,-0.0234692518,-0.08536020963,32.0144257,32.06631152,25.57653075,25.61463979,36.8,27.2
2012-11-15,California,Honda Fit 2012,32.01,32.02,25.5,25.6,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02643903656,-0.01333921634,-0.01538528141,-0.07832207371,31.98356096,32.00666078,25.48461472,25.52167793,36.8,27.2
2012-11-16,California,Honda Fit 2012,32.01,32.02,25.4,25.5,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04367104108,-0.03612293432,0.03402587201,0.003555980949,31.96632896,31.98387707,25.43402587,25.50355598,36.8,27.2
2012-11-17,California,Honda Fit 2012,32.01,32.02,25.3,25.4,TRUE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,Stopped at car shop for tire air on BR and BL,-0.04129549731,0.00838751214,-0.05771306287,-0.02860827333,31.9687045,32.02838751,25.24228694,25.37139173,36.8,27.2
2012-11-17,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,TRUE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,Stopped at car shop for tire air on BR and BL,-0.1206188954,0.08035281576,-0.0942530728,-0.0579208479,31.8893811,32.10035282,31.93574693,31.98207915,36.8,27.2
2012-11-18,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.05251999232,-0.03815872263,0.001382773904,-0.03093000504,32.06251999,31.98184128,32.03138277,32.00906999,36.8,27.2
2012-11-19,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.03878267631,-0.0247597421,-0.06252916012,0.02989526421,31.97121732,31.99524026,31.96747084,32.06989526,36.8,27.2
2012-11-20,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.04462853992,0.01775421331,-0.02074266586,-0.07264831329,32.05462854,32.03775421,32.00925733,31.96735169,36.8,27.2
2012-11-21,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.01010244174,0.0006230484376,0.0314351094,0.01501241627,31.99989756,32.02062305,32.06143511,32.05501242,36.8,27.2
2012-11-22,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.04967751007,-0.1012258747,-0.0463330587,-0.1082372347,32.05967751,31.91877413,31.98366694,31.93176277,36.8,27.2
2012-11-23,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.111114201,-0.1138727655,-0.05744308929,-0.02427150394,31.8988858,31.90612723,31.97255691,32.0157285,36.8,27.2
2012-11-24,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.006709610995,-0.1035715112,-0.04656973053,0.000168423816,32.00329039,31.91642849,31.98343027,32.04016842,36.8,27.2
2012-11-25,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.0709490201,-0.05188525105,-0.03829971608,-0.02134931866,31.93905098,31.96811475,31.99170028,32.01865068,36.8,27.2
2012-11-26,California,Honda Fit 2012,32.01,32.02,32.03,32.04,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.1159934676,0.02671732917,0.05123388707,-0.02127743443,31.89400653,32.04671733,32.08123389,32.01872257,36.8,27.2
